State,Medical School,Course,Required or Recommended?,Lab?,Credit Hours,Pass/Fail,AP Credit,Online Course,Community College,Additional Info,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Inorganic Chemistry,Recommended,N,,,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,Y,with laboratories,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Physics,Required,Y,8,,Y,Y,Y,with laboratories,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Psychology,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Social Sciences,Recommended,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biochemistry,Required,N,3,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biology,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Biology/Zoology,Required,Y,8,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Calculus,,,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,College English,Required,N,6,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Computer Science,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,General Chemistry,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Genetics,Recommended,N,,N,C,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Humanities,,N,,,,,,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Inorganic Chemistry,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Organic Chemistry,Required,Y,8,N,C,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Physics,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Psychology,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Social Sciences,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Statistics,Required,N,,,Y,Y,Y,,,,,,,,
TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Statistics (math-based),Required,N,3,N,Y,Y,Y,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Behavioral Sciences,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Biochemistry,Required,,3,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Biology,Required,Y,11,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Calculus,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,College English,Required,,3,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,College Mathematics,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Computer Science,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Genetics,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Humanities,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Inorganic Chemistry,Required,Y,9,,,,,"2 semesters of General Inorganic Chemistry and one
semester of Organic Chemistry (for a total of 9
semester hours with 3 labs)",,,,,,,
TX,The University of Texas at Tyler School of Medicine,Organic Chemistry,Required,Y,9,,,,,"2 semester hours of Organic Chemistry and 1
semester of General Inorganic Chemistry (for a total
of 9 semester hours with 3 labs)",,,,,,,
TX,The University of Texas at Tyler School of Medicine,Physics,Required,Y,8,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Psychology,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Social Sciences,,,,,,,,,,,,,,,
TX,The University of Texas at Tyler School of Medicine,Statistics,Required,,3,,,,,,,,,,,,
TX,University of Houston College of Medicine,Behavioral Sciences,Recommended,,0,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Biochemistry,Required,N,3,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Biology,Required,Y,8,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,"Biostatistics and
Epidemiology",Required,N,3,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Calculus,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,College English,Required,,3,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,College Mathematics,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,Computer Science,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,General Chemistry,Required,Y,8,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Genetics,Recommended,Y,4,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Humanities,Recommended,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,Inorganic Chemistry,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,Molecular Biology,Recommended,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,Organic Chemistry,Required,Y,5,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Physics,Required,Y,8,,,Y,Y,See TMDSAS policy,,,,,,,
TX,University of Houston College of Medicine,Psychology,,,,,,,,,,,,,,,
TX,University of Houston College of Medicine,Social Sciences,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Behavioral Sciences,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Biochemistry,Required,,3,,Y,,Y,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Biology,Required,Y,11,,Y,,Y,"11 semester hours, 2 of which must be labs (A
genetics course is strongly recommended.)",,,,,,,
TX,University of Texas at Austin Dell Medical School,Biology/Zoology,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Calculus,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,College English,Required,,3,,Y,,Y,,,,,,,,
TX,University of Texas at Austin Dell Medical School,College Mathematics,Required,,3,,Y,,Y,Statistics,,,,,,,
TX,University of Texas at Austin Dell Medical School,Computer Science,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Genetics,Recommended,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Humanities,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Inorganic Chemistry,Required,Y,9,,Y,,Y,"12 hours to be comprised of a Organic & Inorganic
Chem: 2 semesters of General Inorganic Chemistry
and 1 semester of Organic Chemistry (for a total of 9
semester hours with 3 semester hours of lab)",,,,,,,
TX,University of Texas at Austin Dell Medical School,Organic Chemistry,Required,Y,9,,Y,,Y,"12 hours to be comprised of a Organic & Inorganic
Chem: 2 semesters of Organic Chemistry and 1
semester of General Inorganic Chemistry (for a total
of 9 semester hours with 3 semester hours of lab)",,,,,,,
TX,University of Texas at Austin Dell Medical School,Physics,Required,Y,8,,Y,,Y,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Psychology,,,,,,,,,,,,,,,
TX,University of Texas at Austin Dell Medical School,Social Sciences,,,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Behavioral Sciences,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Biochemistry,Required,N,3,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Biology,Required,Y,14,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Calculus,,,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Calculus /Statistics,Required,N,3,N,Y,Y,Y,"3 semester hours or 5 quarter hours of college
Calculus or Statistics.",,,,,,,
TX,University of Texas Medical Branch School of Medicine,College English,Required,N,6,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Computer Science,,N,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Genetics,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Humanities,,N,,,,,,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Inorganic Chemistry,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Organic Chemistry,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Physics,Required,Y,8,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Psychology,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,University of Texas Medical Branch School of Medicine,Social Sciences,Recommended,N,,N,Y,Y,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Behavioral Sciences,Recommended,,,,C,C,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Biochemistry,Required,,,,C,N,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Biology,Required,Y,,,C,N,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Calculus,,,,,,,,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,College English,Required,,,,C,C,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,College Mathematics,Required,,,,C,C,Y,Statistics,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Computer Science,Recommended,,,,N,N,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Genetics,Recommended,Y,,,N,N,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Humanities,Recommended,,,,C,C,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Immunology,Recommended,Y,,C,Y,Y,Y,Strongly recommended,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Inorganic Chemistry,Required,Y,,,N,N,N,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Organic Chemistry,Required,Y,,,N,N,N,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Physics,Required,Y,,,N,N,N,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Psychology,Recommended,,,,C,C,Y,,,,,,,,
TX,University of Texas Rio Grande Valley School of Medicine,Social Sciences,Recommended,,,,C,C,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Behavioral Sciences,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Biochemistry,Required,N,3,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Biology,Required,Y,14,Y,Y,Y,Y,"Includes 2 lab hours; online, virtual, or other
modalities will be considered",,,,,,,
TX,University of Texas School of Medicine at San Antonio,Biology,Required,Y,14,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Biology/Zoology,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Calculus,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,College English,Required,N,6,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,College Mathematics,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Computer Science,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Genetics,,,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Humanities,,N,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Inorganic Chemistry,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Organic Chemistry,Required,Y,8,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Physics,Required,Y,8,Y,Y,Y,Y,"Includes 2 lab hours; online, virtual, or other
modalities will be considered",,,,,,,
TX,University of Texas School of Medicine at San Antonio,Psychology,,,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Social Sciences,,,,Y,Y,Y,Y,,,,,,,,
TX,University of Texas School of Medicine at San Antonio,Statistics,Required,N,3,Y,Y,Y,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Behavioral Sciences,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Biochemistry,Required,N,,,Y,Y,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Biology,Required,[image] Y,,,C,C,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Biology/Zoology,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Calculus,,,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Calculus or Statistics,Required,N,,,C,Y,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,College English,Required,N,,,C,Y,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,College Mathematics,,,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Computer Science,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Genetics,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Humanities,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Inorganic Chemistry,Required,Y,,,C,C,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Organic Chemistry,Required,Y,,,C,C,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Physics,Required,Y,,,C,C,Y,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Psychology,,N,,,,,,,,,,,,,
TX,University of Texas Southwestern Medical Center Southwestern Medical School,Social Sciences,,N,,,,,,,,,,,,,
UT,University of Utah School of Medicine,Anatomy,Recommended,N,,Y,N,Y,Y,,,,,,,,
UT,University of Utah School of Medicine,Behavioral Sciences,Recommended,N,,Y,N,Y,Y,,,,,,,,
UT,University of Utah School of Medicine,Biochemistry,Required,N,,Y,N,Y,Y,,,,,,,,
